creative_id,campaign_id,creative_name,format,bitrate_kbps,duration_sec
CR-001287,CMP-429,CMP-429 Creative 3,Live,14410,30
CR-001288,CMP-430,CMP-430 Creative 1,VOD,12813,30
CR-001289,CMP-430,CMP-430 Creative 2,Live,9963,30
CR-001290,CMP-430,CMP-430 Creative 3,VOD,13015,60
CR-001291,CMP-431,CMP-431 Creative 1,Live,12049,60
CR-001292,CMP-431,CMP-431 Creative 2,VOD,5993,60
CR-001293,CMP-431,CMP-431 Creative 3,Live,9169,30
CR-001294,CMP-432,CMP-432 Creative 1,VOD,7674,60
CR-001295,CMP-432,CMP-432 Creative 2,Live,12622,15
CR-001296,CMP-432,CMP-432 Creative 3,VOD,6548,60
CR-001297,CMP-433,CMP-433 Creative 1,Live,9832,15
CR-001298,CMP-433,CMP-433 Creative 2,VOD,13326,30
CR-001299,CMP-433,CMP-433 Creative 3,Live,6158,30
CR-001300,CMP-434,CMP-434 Creative 1,VOD,5738,60
CR-001301,CMP-434,CMP-434 Creative 2,Live,11800,15
CR-001302,CMP-434,CMP-434 Creative 3,VOD,12236,15
CR-001303,CMP-435,CMP-435 Creative 1,Live,6949,30
CR-001304,CMP-435,CMP-435 Creative 2,VOD,11922,60
CR-001305,CMP-435,CMP-435 Creative 3,Live,10952,30
CR-001306,CMP-436,CMP-436 Creative 1,VOD,5883,30
CR-001307,CMP-436,CMP-436 Creative 2,Live,8060,15
CR-001308,CMP-436,CMP-436 Creative 3,VOD,6869,15
CR-001309,CMP-437,CMP-437 Creative 1,Live,10860,60
CR-001310,CMP-437,CMP-437 Creative 2,VOD,6144,60
CR-001311,CMP-437,CMP-437 Creative 3,Live,8830,60
CR-001312,CMP-438,CMP-438 Creative 1,VOD,5840,60
CR-001313,CMP-438,CMP-438 Creative 2,Live,5570,15
CR-001314,CMP-438,CMP-438 Creative 3,VOD,7595,30
CR-001315,CMP-439,CMP-439 Creative 1,Live,13931,15
CR-001316,CMP-439,CMP-439 Creative 2,VOD,9918,60
CR-001317,CMP-439,CMP-439 Creative 3,Live,13482,30
CR-001318,CMP-440,CMP-440 Creative 1,VOD,6069,60
CR-001319,CMP-440,CMP-440 Creative 2,Live,5152,60
CR-001320,CMP-440,CMP-440 Creative 3,VOD,10556,30
CR-001321,CMP-441,CMP-441 Creative 1,Live,7644,60
CR-001322,CMP-441,CMP-441 Creative 2,VOD,10784,60
CR-001323,CMP-441,CMP-441 Creative 3,Live,13107,60
CR-001324,CMP-442,CMP-442 Creative 1,VOD,5507,60
CR-001325,CMP-442,CMP-442 Creative 2,Live,8033,15
CR-001326,CMP-442,CMP-442 Creative 3,VOD,6099,60
CR-001327,CMP-443,CMP-443 Creative 1,Live,13140,60
CR-001328,CMP-443,CMP-443 Creative 2,VOD,9462,60
CR-001329,CMP-443,CMP-443 Creative 3,Live,11948,60
CR-001330,CMP-444,CMP-444 Creative 1,VOD,8777,60
CR-001331,CMP-444,CMP-444 Creative 2,Live,10185,30
CR-001332,CMP-444,CMP-444 Creative 3,VOD,11058,30
CR-001333,CMP-445,CMP-445 Creative 1,Live,10563,60
CR-001334,CMP-445,CMP-445 Creative 2,VOD,9700,30
CR-001335,CMP-445,CMP-445 Creative 3,Live,10081,60
CR-001336,CMP-446,CMP-446 Creative 1,VOD,5804,15
CR-001337,CMP-446,CMP-446 Creative 2,Live,10379,30
CR-001338,CMP-446,CMP-446 Creative 3,VOD,9565,60
CR-001339,CMP-447,CMP-447 Creative 1,Live,11802,60
CR-001340,CMP-447,CMP-447 Creative 2,VOD,7156,60
CR-001341,CMP-447,CMP-447 Creative 3,Live,11006,15
CR-001342,CMP-448,CMP-448 Creative 1,VOD,9815,30
CR-001343,CMP-448,CMP-448 Creative 2,Live,13073,15
CR-001344,CMP-448,CMP-448 Creative 3,VOD,7693,15
CR-001345,CMP-449,CMP-449 Creative 1,Live,9185,30
CR-001346,CMP-449,CMP-449 Creative 2,VOD,10584,60
CR-001347,CMP-449,CMP-449 Creative 3,Live,10652,15
CR-001348,CMP-450,CMP-450 Creative 1,VOD,6632,15
CR-001349,CMP-450,CMP-450 Creative 2,Live,5626,60
CR-001350,CMP-450,CMP-450 Creative 3,VOD,14495,60
CR-001351,CMP-451,CMP-451 Creative 1,Live,12078,15
CR-001352,CMP-451,CMP-451 Creative 2,VOD,7538,15
CR-001353,CMP-451,CMP-451 Creative 3,Live,6303,15
CR-001354,CMP-452,CMP-452 Creative 1,VOD,6851,30
CR-001355,CMP-452,CMP-452 Creative 2,Live,6990,30
CR-001356,CMP-452,CMP-452 Creative 3,VOD,14253,30
CR-001357,CMP-453,CMP-453 Creative 1,Live,14276,60
CR-001358,CMP-453,CMP-453 Creative 2,VOD,13593,60
CR-001359,CMP-453,CMP-453 Creative 3,Live,6677,15
CR-001360,CMP-454,CMP-454 Creative 1,VOD,13820,30
CR-001361,CMP-454,CMP-454 Creative 2,Live,14374,60
CR-001362,CMP-454,CMP-454 Creative 3,VOD,9422,15
CR-001363,CMP-455,CMP-455 Creative 1,Live,8158,30
CR-001364,CMP-455,CMP-455 Creative 2,VOD,5630,15
CR-001365,CMP-455,CMP-455 Creative 3,Live,11786,60
CR-001366,CMP-456,CMP-456 Creative 1,VOD,9768,15
CR-001367,CMP-456,CMP-456 Creative 2,Live,10994,15
CR-001368,CMP-456,CMP-456 Creative 3,VOD,6389,15
CR-001369,CMP-457,CMP-457 Creative 1,Live,11904,60
CR-001370,CMP-457,CMP-457 Creative 2,VOD,10676,60
CR-001371,CMP-457,CMP-457 Creative 3,Live,13979,15
CR-001372,CMP-458,CMP-458 Creative 1,VOD,10437,30
CR-001373,CMP-458,CMP-458 Creative 2,Live,5014,60
CR-001374,CMP-458,CMP-458 Creative 3,VOD,11111,15
CR-001375,CMP-459,CMP-459 Creative 1,Live,7418,30
CR-001376,CMP-459,CMP-459 Creative 2,VOD,14391,60
CR-001377,CMP-459,CMP-459 Creative 3,Live,7175,30
CR-001378,CMP-460,CMP-460 Creative 1,VOD,11426,60
CR-001379,CMP-460,CMP-460 Creative 2,Live,10194,30
CR-001380,CMP-460,CMP-460 Creative 3,VOD,5676,60
CR-001381,CMP-461,CMP-461 Creative 1,Live,10277,30
CR-001382,CMP-461,CMP-461 Creative 2,VOD,9268,30
CR-001383,CMP-461,CMP-461 Creative 3,Live,11899,15
CR-001384,CMP-462,CMP-462 Creative 1,VOD,8918,30
CR-001385,CMP-462,CMP-462 Creative 2,Live,10790,60
CR-001386,CMP-462,CMP-462 Creative 3,VOD,14027,60
CR-001387,CMP-463,CMP-463 Creative 1,Live,8550,30
CR-001388,CMP-463,CMP-463 Creative 2,VOD,6924,60
CR-001389,CMP-463,CMP-463 Creative 3,Live,5544,30
CR-001390,CMP-464,CMP-464 Creative 1,VOD,10238,30
CR-001391,CMP-464,CMP-464 Creative 2,Live,12723,30
CR-001392,CMP-464,CMP-464 Creative 3,VOD,7810,60
CR-001393,CMP-465,CMP-465 Creative 1,Live,8685,60
CR-001394,CMP-465,CMP-465 Creative 2,VOD,8462,15
CR-001395,CMP-465,CMP-465 Creative 3,Live,10673,30
CR-001396,CMP-466,CMP-466 Creative 1,VOD,12800,15
CR-001397,CMP-466,CMP-466 Creative 2,Live,5932,30
CR-001398,CMP-466,CMP-466 Creative 3,VOD,7460,15
CR-001399,CMP-467,CMP-467 Creative 1,Live,5409,30
CR-001400,CMP-467,CMP-467 Creative 2,VOD,7949,30
CR-001401,CMP-467,CMP-467 Creative 3,Live,6855,30
CR-001402,CMP-468,CMP-468 Creative 1,VOD,9323,15
CR-001403,CMP-468,CMP-468 Creative 2,Live,13526,30
CR-001404,CMP-468,CMP-468 Creative 3,VOD,13635,30
CR-001405,CMP-469,CMP-469 Creative 1,Live,6665,60
CR-001406,CMP-469,CMP-469 Creative 2,VOD,9353,30
CR-001407,CMP-469,CMP-469 Creative 3,Live,12919,30
CR-001408,CMP-470,CMP-470 Creative 1,VOD,11158,15
CR-001409,CMP-470,CMP-470 Creative 2,Live,12841,15
CR-001410,CMP-470,CMP-470 Creative 3,VOD,5579,60
CR-001411,CMP-471,CMP-471 Creative 1,Live,7071,60
CR-001412,CMP-471,CMP-471 Creative 2,VOD,6925,30
CR-001413,CMP-471,CMP-471 Creative 3,Live,10735,15
CR-001414,CMP-472,CMP-472 Creative 1,VOD,11848,60
CR-001415,CMP-472,CMP-472 Creative 2,Live,11399,15
CR-001416,CMP-472,CMP-472 Creative 3,VOD,10652,15
CR-001417,CMP-473,CMP-473 Creative 1,Live,14039,15
CR-001418,CMP-473,CMP-473 Creative 2,VOD,5977,15
CR-001419,CMP-473,CMP-473 Creative 3,Live,9807,60
CR-001420,CMP-474,CMP-474 Creative 1,VOD,8564,30
CR-001421,CMP-474,CMP-474 Creative 2,Live,6992,30
CR-001422,CMP-474,CMP-474 Creative 3,VOD,9737,15
CR-001423,CMP-475,CMP-475 Creative 1,Live,8567,30
CR-001424,CMP-475,CMP-475 Creative 2,VOD,10401,30
CR-001425,CMP-475,CMP-475 Creative 3,Live,5600,30
CR-001426,CMP-476,CMP-476 Creative 1,VOD,9144,15
CR-001427,CMP-476,CMP-476 Creative 2,Live,7520,60
CR-001428,CMP-476,CMP-476 Creative 3,VOD,8478,30
CR-001429,CMP-477,CMP-477 Creative 1,Live,13419,60
CR-001430,CMP-477,CMP-477 Creative 2,VOD,7335,30
CR-001431,CMP-477,CMP-477 Creative 3,Live,13952,60
CR-001432,CMP-478,CMP-478 Creative 1,VOD,10215,15
CR-001433,CMP-478,CMP-478 Creative 2,Live,7781,60
CR-001434,CMP-478,CMP-478 Creative 3,VOD,7173,15
CR-001435,CMP-479,CMP-479 Creative 1,Live,6723,15
CR-001436,CMP-479,CMP-479 Creative 2,VOD,9281,60
CR-001437,CMP-479,CMP-479 Creative 3,Live,14330,60
CR-001438,CMP-480,CMP-480 Creative 1,VOD,12395,60
CR-001439,CMP-480,CMP-480 Creative 2,Live,13619,15
CR-001440,CMP-480,CMP-480 Creative 3,VOD,10831,30
CR-001441,CMP-481,CMP-481 Creative 1,Live,9053,30
CR-001442,CMP-481,CMP-481 Creative 2,VOD,10877,30
CR-001443,CMP-481,CMP-481 Creative 3,Live,5387,15
CR-001444,CMP-482,CMP-482 Creative 1,VOD,8548,30
CR-001445,CMP-482,CMP-482 Creative 2,Live,12896,60
CR-001446,CMP-482,CMP-482 Creative 3,VOD,6773,60
CR-001447,CMP-483,CMP-483 Creative 1,Live,5569,30
CR-001448,CMP-483,CMP-483 Creative 2,VOD,7144,30
CR-001449,CMP-483,CMP-483 Creative 3,Live,5169,15
CR-001450,CMP-484,CMP-484 Creative 1,VOD,6526,15
CR-001451,CMP-484,CMP-484 Creative 2,Live,5314,60
CR-001452,CMP-484,CMP-484 Creative 3,VOD,11831,15
CR-001453,CMP-485,CMP-485 Creative 1,Live,6435,60
CR-001454,CMP-485,CMP-485 Creative 2,VOD,12231,15
CR-001455,CMP-485,CMP-485 Creative 3,Live,7868,15
CR-001456,CMP-486,CMP-486 Creative 1,VOD,8339,60
CR-001457,CMP-486,CMP-486 Creative 2,Live,9956,30
CR-001458,CMP-486,CMP-486 Creative 3,VOD,7745,60
CR-001459,CMP-487,CMP-487 Creative 1,Live,8767,30
CR-001460,CMP-487,CMP-487 Creative 2,VOD,10568,30
CR-001461,CMP-487,CMP-487 Creative 3,Live,5399,30
CR-001462,CMP-488,CMP-488 Creative 1,VOD,7026,30
CR-001463,CMP-488,CMP-488 Creative 2,Live,6197,60
CR-001464,CMP-488,CMP-488 Creative 3,VOD,11997,60
CR-001465,CMP-489,CMP-489 Creative 1,Live,6580,60
CR-001466,CMP-489,CMP-489 Creative 2,VOD,12183,15
CR-001467,CMP-489,CMP-489 Creative 3,Live,5896,30
CR-001468,CMP-490,CMP-490 Creative 1,VOD,12265,30
CR-001469,CMP-490,CMP-490 Creative 2,Live,10648,60
CR-001470,CMP-490,CMP-490 Creative 3,VOD,10234,15
CR-001471,CMP-491,CMP-491 Creative 1,Live,11302,15
CR-001472,CMP-491,CMP-491 Creative 2,VOD,5717,60
CR-001473,CMP-491,CMP-491 Creative 3,Live,6312,60
CR-001474,CMP-492,CMP-492 Creative 1,VOD,6529,60
CR-001475,CMP-492,CMP-492 Creative 2,Live,13024,15
CR-001476,CMP-492,CMP-492 Creative 3,VOD,7307,15
CR-001477,CMP-493,CMP-493 Creative 1,Live,11590,30
CR-001478,CMP-493,CMP-493 Creative 2,VOD,10001,15
CR-001479,CMP-493,CMP-493 Creative 3,Live,9225,60
CR-001480,CMP-494,CMP-494 Creative 1,VOD,6045,60
CR-001481,CMP-494,CMP-494 Creative 2,Live,8868,60
CR-001482,CMP-494,CMP-494 Creative 3,VOD,14282,60
CR-001483,CMP-495,CMP-495 Creative 1,Live,8491,30
CR-001484,CMP-495,CMP-495 Creative 2,VOD,10849,30
CR-001485,CMP-495,CMP-495 Creative 3,Live,11920,60
CR-001486,CMP-496,CMP-496 Creative 1,VOD,9912,15
CR-001487,CMP-496,CMP-496 Creative 2,Live,11207,30
CR-001488,CMP-496,CMP-496 Creative 3,VOD,13735,60
CR-001489,CMP-497,CMP-497 Creative 1,Live,7029,30
CR-001490,CMP-497,CMP-497 Creative 2,VOD,8591,30
CR-001491,CMP-497,CMP-497 Creative 3,Live,11324,15
CR-001492,CMP-498,CMP-498 Creative 1,VOD,8293,15
CR-001493,CMP-498,CMP-498 Creative 2,Live,11293,15
CR-001494,CMP-498,CMP-498 Creative 3,VOD,11672,15
CR-001495,CMP-499,CMP-499 Creative 1,Live,12814,60
CR-001496,CMP-499,CMP-499 Creative 2,VOD,12891,15
CR-001497,CMP-499,CMP-499 Creative 3,Live,5542,60
CR-001498,CMP-500,CMP-500 Creative 1,VOD,14281,15
CR-001499,CMP-500,CMP-500 Creative 2,Live,12300,15
CR-001500,CMP-500,CMP-500 Creative 3,VOD,11446,15
CR-001501,CMP-501,CMP-501 Creative 1,Live,13134,60
CR-001502,CMP-501,CMP-501 Creative 2,VOD,6581,30
CR-001503,CMP-501,CMP-501 Creative 3,Live,10901,60
CR-001504,CMP-502,CMP-502 Creative 1,VOD,10685,60
CR-001505,CMP-502,CMP-502 Creative 2,Live,13648,30
CR-001506,CMP-502,CMP-502 Creative 3,VOD,5876,30
CR-001507,CMP-503,CMP-503 Creative 1,Live,5216,30
CR-001508,CMP-503,CMP-503 Creative 2,VOD,9824,60
CR-001509,CMP-503,CMP-503 Creative 3,Live,6720,60
CR-001510,CMP-504,CMP-504 Creative 1,VOD,10044,60
CR-001511,CMP-504,CMP-504 Creative 2,Live,13820,15
CR-001512,CMP-504,CMP-504 Creative 3,VOD,13989,15
CR-001513,CMP-505,CMP-505 Creative 1,Live,10544,15
CR-001514,CMP-505,CMP-505 Creative 2,VOD,7069,30
CR-001515,CMP-505,CMP-505 Creative 3,Live,7956,60
CR-001516,CMP-506,CMP-506 Creative 1,VOD,11293,30
CR-001517,CMP-506,CMP-506 Creative 2,Live,8537,30
CR-001518,CMP-506,CMP-506 Creative 3,VOD,10746,60
CR-001519,CMP-507,CMP-507 Creative 1,Live,9109,15
CR-001520,CMP-507,CMP-507 Creative 2,VOD,6984,30
CR-001521,CMP-507,CMP-507 Creative 3,Live,6065,15
CR-001522,CMP-508,CMP-508 Creative 1,VOD,14252,60
CR-001523,CMP-508,CMP-508 Creative 2,Live,10786,60
CR-001524,CMP-508,CMP-508 Creative 3,VOD,7766,60
CR-001525,CMP-509,CMP-509 Creative 1,Live,10329,60
CR-001526,CMP-509,CMP-509 Creative 2,VOD,6843,60
CR-001527,CMP-509,CMP-509 Creative 3,Live,9351,60
CR-001528,CMP-510,CMP-510 Creative 1,VOD,7368,30
CR-001529,CMP-510,CMP-510 Creative 2,Live,6142,60
CR-001530,CMP-510,CMP-510 Creative 3,VOD,5989,30
CR-001531,CMP-511,CMP-511 Creative 1,Live,14324,30
CR-001532,CMP-511,CMP-511 Creative 2,VOD,13873,15
CR-001533,CMP-511,CMP-511 Creative 3,Live,9431,15
CR-001534,CMP-512,CMP-512 Creative 1,VOD,8479,60
CR-001535,CMP-512,CMP-512 Creative 2,Live,12631,30
CR-001536,CMP-512,CMP-512 Creative 3,VOD,9232,60
CR-001537,CMP-513,CMP-513 Creative 1,Live,8875,15
CR-001538,CMP-513,CMP-513 Creative 2,VOD,13402,60
CR-001539,CMP-513,CMP-513 Creative 3,Live,8886,30
CR-001540,CMP-514,CMP-514 Creative 1,VOD,12834,15
CR-001541,CMP-514,CMP-514 Creative 2,Live,8066,15
CR-001542,CMP-514,CMP-514 Creative 3,VOD,8228,30
CR-001543,CMP-515,CMP-515 Creative 1,Live,7402,30
CR-001544,CMP-515,CMP-515 Creative 2,VOD,9354,60
CR-001545,CMP-515,CMP-515 Creative 3,Live,5815,30
CR-001546,CMP-516,CMP-516 Creative 1,VOD,8615,60
CR-001547,CMP-516,CMP-516 Creative 2,Live,12021,60
CR-001548,CMP-516,CMP-516 Creative 3,VOD,11514,15
CR-001549,CMP-517,CMP-517 Creative 1,Live,9453,60
CR-001550,CMP-517,CMP-517 Creative 2,VOD,11965,15
CR-001551,CMP-517,CMP-517 Creative 3,Live,9768,15
CR-001552,CMP-518,CMP-518 Creative 1,VOD,6699,60
CR-001553,CMP-518,CMP-518 Creative 2,Live,13511,30
CR-001554,CMP-518,CMP-518 Creative 3,VOD,13090,15
CR-001555,CMP-519,CMP-519 Creative 1,Live,14301,15
CR-001556,CMP-519,CMP-519 Creative 2,VOD,5266,15
CR-001557,CMP-519,CMP-519 Creative 3,Live,11713,30
CR-001558,CMP-520,CMP-520 Creative 1,VOD,7304,15
CR-001559,CMP-520,CMP-520 Creative 2,Live,13788,30
CR-001560,CMP-520,CMP-520 Creative 3,VOD,7702,15
CR-001561,CMP-521,CMP-521 Creative 1,Live,6923,15
CR-001562,CMP-521,CMP-521 Creative 2,VOD,11316,30
CR-001563,CMP-521,CMP-521 Creative 3,Live,11800,30
CR-001564,CMP-522,CMP-522 Creative 1,VOD,6916,15
CR-001565,CMP-522,CMP-522 Creative 2,Live,13722,30
CR-001566,CMP-522,CMP-522 Creative 3,VOD,13330,15
CR-001567,CMP-523,CMP-523 Creative 1,Live,14161,30
CR-001568,CMP-523,CMP-523 Creative 2,VOD,9465,15
CR-001569,CMP-523,CMP-523 Creative 3,Live,9209,60
CR-001570,CMP-524,CMP-524 Creative 1,VOD,10986,15
CR-001571,CMP-524,CMP-524 Creative 2,Live,6081,30
CR-001572,CMP-524,CMP-524 Creative 3,VOD,9455,30
CR-001573,CMP-525,CMP-525 Creative 1,Live,9744,60
CR-001574,CMP-525,CMP-525 Creative 2,VOD,5329,15
CR-001575,CMP-525,CMP-525 Creative 3,Live,5283,60
CR-001576,CMP-526,CMP-526 Creative 1,VOD,5368,60
CR-001577,CMP-526,CMP-526 Creative 2,Live,12027,15
CR-001578,CMP-526,CMP-526 Creative 3,VOD,5782,15
CR-001579,CMP-527,CMP-527 Creative 1,Live,8949,30
CR-001580,CMP-527,CMP-527 Creative 2,VOD,7542,30
CR-001581,CMP-527,CMP-527 Creative 3,Live,7402,30
CR-001582,CMP-528,CMP-528 Creative 1,VOD,14306,15
CR-001583,CMP-528,CMP-528 Creative 2,Live,5784,60
CR-001584,CMP-528,CMP-528 Creative 3,VOD,6286,15
CR-001585,CMP-529,CMP-529 Creative 1,Live,8035,30
CR-001586,CMP-529,CMP-529 Creative 2,VOD,12342,30
CR-001587,CMP-529,CMP-529 Creative 3,Live,14002,60
CR-001588,CMP-530,CMP-530 Creative 1,VOD,13243,30
CR-001589,CMP-530,CMP-530 Creative 2,Live,8013,60
CR-001590,CMP-530,CMP-530 Creative 3,VOD,12755,30
CR-001591,CMP-531,CMP-531 Creative 1,Live,6417,30
CR-001592,CMP-531,CMP-531 Creative 2,VOD,12275,15
CR-001593,CMP-531,CMP-531 Creative 3,Live,6404,15
CR-001594,CMP-532,CMP-532 Creative 1,VOD,5065,30
CR-001595,CMP-532,CMP-532 Creative 2,Live,8440,60
CR-001596,CMP-532,CMP-532 Creative 3,VOD,5003,60
CR-001597,CMP-533,CMP-533 Creative 1,Live,8750,15
CR-001598,CMP-533,CMP-533 Creative 2,VOD,6489,60
CR-001599,CMP-533,CMP-533 Creative 3,Live,8652,15
CR-001600,CMP-534,CMP-534 Creative 1,VOD,9994,15
CR-001601,CMP-534,CMP-534 Creative 2,Live,12673,60
CR-001602,CMP-534,CMP-534 Creative 3,VOD,8799,15
CR-001603,CMP-535,CMP-535 Creative 1,Live,12091,15
CR-001604,CMP-535,CMP-535 Creative 2,VOD,6482,60
CR-001605,CMP-535,CMP-535 Creative 3,Live,8528,60
CR-001606,CMP-536,CMP-536 Creative 1,VOD,7214,30
CR-001607,CMP-536,CMP-536 Creative 2,Live,8637,60
CR-001608,CMP-536,CMP-536 Creative 3,VOD,11073,60
CR-001609,CMP-537,CMP-537 Creative 1,Live,12781,30
CR-001610,CMP-537,CMP-537 Creative 2,VOD,8566,15
CR-001611,CMP-537,CMP-537 Creative 3,Live,14096,30
CR-001612,CMP-538,CMP-538 Creative 1,VOD,11225,15
CR-001613,CMP-538,CMP-538 Creative 2,Live,12730,60
CR-001614,CMP-538,CMP-538 Creative 3,VOD,12661,30
CR-001615,CMP-539,CMP-539 Creative 1,Live,12426,60
CR-001616,CMP-539,CMP-539 Creative 2,VOD,11063,60
CR-001617,CMP-539,CMP-539 Creative 3,Live,5355,30
CR-001618,CMP-540,CMP-540 Creative 1,VOD,13953,30
CR-001619,CMP-540,CMP-540 Creative 2,Live,10261,15
CR-001620,CMP-540,CMP-540 Creative 3,VOD,6467,15
CR-001621,CMP-541,CMP-541 Creative 1,Live,11146,30
CR-001622,CMP-541,CMP-541 Creative 2,VOD,5651,60
CR-001623,CMP-541,CMP-541 Creative 3,Live,5092,30
CR-001624,CMP-542,CMP-542 Creative 1,VOD,7101,60
CR-001625,CMP-542,CMP-542 Creative 2,Live,10213,30
CR-001626,CMP-542,CMP-542 Creative 3,VOD,8154,30
CR-001627,CMP-543,CMP-543 Creative 1,Live,10721,15
CR-001628,CMP-543,CMP-543 Creative 2,VOD,9499,60
CR-001629,CMP-543,CMP-543 Creative 3,Live,10820,60
CR-001630,CMP-544,CMP-544 Creative 1,VOD,7281,15
CR-001631,CMP-544,CMP-544 Creative 2,Live,7798,60
CR-001632,CMP-544,CMP-544 Creative 3,VOD,11764,60
CR-001633,CMP-545,CMP-545 Creative 1,Live,7180,60
CR-001634,CMP-545,CMP-545 Creative 2,VOD,11351,60
CR-001635,CMP-545,CMP-545 Creative 3,Live,8104,30
CR-001636,CMP-546,CMP-546 Creative 1,VOD,6271,60
CR-001637,CMP-546,CMP-546 Creative 2,Live,11504,15
CR-001638,CMP-546,CMP-546 Creative 3,VOD,7401,15
CR-001639,CMP-547,CMP-547 Creative 1,Live,14490,15
CR-001640,CMP-547,CMP-547 Creative 2,VOD,8807,15
CR-001641,CMP-547,CMP-547 Creative 3,Live,7286,30
CR-001642,CMP-548,CMP-548 Creative 1,VOD,5972,15
CR-001643,CMP-548,CMP-548 Creative 2,Live,7232,30
CR-001644,CMP-548,CMP-548 Creative 3,VOD,5537,60
CR-001645,CMP-549,CMP-549 Creative 1,Live,12613,15
CR-001646,CMP-549,CMP-549 Creative 2,VOD,12040,15
CR-001647,CMP-549,CMP-549 Creative 3,Live,8902,30
CR-001648,CMP-550,CMP-550 Creative 1,VOD,7573,60
CR-001649,CMP-550,CMP-550 Creative 2,Live,13412,60
CR-001650,CMP-550,CMP-550 Creative 3,VOD,6674,30
CR-001651,CMP-551,CMP-551 Creative 1,Live,8502,30
CR-001652,CMP-551,CMP-551 Creative 2,VOD,11976,15
CR-001653,CMP-551,CMP-551 Creative 3,Live,10876,15
CR-001654,CMP-552,CMP-552 Creative 1,VOD,5712,60
CR-001655,CMP-552,CMP-552 Creative 2,Live,5859,60
CR-001656,CMP-552,CMP-552 Creative 3,VOD,8415,30
CR-001657,CMP-553,CMP-553 Creative 1,Live,5842,15
CR-001658,CMP-553,CMP-553 Creative 2,VOD,9534,60
CR-001659,CMP-553,CMP-553 Creative 3,Live,5642,15
CR-001660,CMP-554,CMP-554 Creative 1,VOD,6737,15
CR-001661,CMP-554,CMP-554 Creative 2,Live,13684,15
CR-001662,CMP-554,CMP-554 Creative 3,VOD,7343,30
CR-001663,CMP-555,CMP-555 Creative 1,Live,10619,30
CR-001664,CMP-555,CMP-555 Creative 2,VOD,10180,30
CR-001665,CMP-555,CMP-555 Creative 3,Live,11201,30
CR-001666,CMP-556,CMP-556 Creative 1,VOD,10962,60
CR-001667,CMP-556,CMP-556 Creative 2,Live,13410,30
CR-001668,CMP-556,CMP-556 Creative 3,VOD,9545,15
CR-001669,CMP-557,CMP-557 Creative 1,Live,13151,30
CR-001670,CMP-557,CMP-557 Creative 2,VOD,5994,30
CR-001671,CMP-557,CMP-557 Creative 3,Live,5925,15
CR-001672,CMP-558,CMP-558 Creative 1,VOD,13586,30
CR-001673,CMP-558,CMP-558 Creative 2,Live,8735,15
CR-001674,CMP-558,CMP-558 Creative 3,VOD,11534,30
CR-001675,CMP-559,CMP-559 Creative 1,Live,8700,15
CR-001676,CMP-559,CMP-559 Creative 2,VOD,5602,60
CR-001677,CMP-559,CMP-559 Creative 3,Live,11621,30
CR-001678,CMP-560,CMP-560 Creative 1,VOD,13956,30
CR-001679,CMP-560,CMP-560 Creative 2,Live,9148,60
CR-001680,CMP-560,CMP-560 Creative 3,VOD,5909,15
CR-001681,CMP-561,CMP-561 Creative 1,Live,5292,60
CR-001682,CMP-561,CMP-561 Creative 2,VOD,9926,15
CR-001683,CMP-561,CMP-561 Creative 3,Live,13550,30
CR-001684,CMP-562,CMP-562 Creative 1,VOD,7058,15
CR-001685,CMP-562,CMP-562 Creative 2,Live,10324,15
CR-001686,CMP-562,CMP-562 Creative 3,VOD,8288,60
CR-001687,CMP-563,CMP-563 Creative 1,Live,13549,15
CR-001688,CMP-563,CMP-563 Creative 2,VOD,12025,15
CR-001689,CMP-563,CMP-563 Creative 3,Live,5445,15
CR-001690,CMP-564,CMP-564 Creative 1,VOD,9840,30
CR-001691,CMP-564,CMP-564 Creative 2,Live,6151,15
CR-001692,CMP-564,CMP-564 Creative 3,VOD,7110,60
CR-001693,CMP-565,CMP-565 Creative 1,Live,5433,30
CR-001694,CMP-565,CMP-565 Creative 2,VOD,5442,30
CR-001695,CMP-565,CMP-565 Creative 3,Live,9390,30
CR-001696,CMP-566,CMP-566 Creative 1,VOD,7239,15
CR-001697,CMP-566,CMP-566 Creative 2,Live,14500,30
CR-001698,CMP-566,CMP-566 Creative 3,VOD,13905,15
CR-001699,CMP-567,CMP-567 Creative 1,Live,13934,30
CR-001700,CMP-567,CMP-567 Creative 2,VOD,9516,15
CR-001701,CMP-567,CMP-567 Creative 3,Live,9262,30
CR-001702,CMP-568,CMP-568 Creative 1,VOD,8916,60
CR-001703,CMP-568,CMP-568 Creative 2,Live,10370,60
CR-001704,CMP-568,CMP-568 Creative 3,VOD,8211,30
CR-001705,CMP-569,CMP-569 Creative 1,Live,5239,15
CR-001706,CMP-569,CMP-569 Creative 2,VOD,6975,60
CR-001707,CMP-569,CMP-569 Creative 3,Live,11751,30
CR-001708,CMP-570,CMP-570 Creative 1,VOD,9090,15
CR-001709,CMP-570,CMP-570 Creative 2,Live,9287,60
CR-001710,CMP-570,CMP-570 Creative 3,VOD,13563,30
CR-001711,CMP-571,CMP-571 Creative 1,Live,12853,30
CR-001712,CMP-571,CMP-571 Creative 2,VOD,12307,30
CR-001713,CMP-571,CMP-571 Creative 3,Live,5546,30
CR-001714,CMP-572,CMP-572 Creative 1,VOD,13271,15
CR-001715,CMP-572,CMP-572 Creative 2,Live,12955,60
